name,medal_type,medal_date,gender,birth_date,country,discipline,event
van der DUIN Maike,BRONZE,2024-08-09,FEMININO,2001-09-12,Netherlands,Cycling Track,Women's Madison
TENAS Arnau,OURO,2024-08-09,MASCULINO,2001-05-30,Spain,Football,Men
PUBILL Marc,OURO,2024-08-09,MASCULINO,2003-06-20,Spain,Football,Men
MIRANDA Juan,OURO,2024-08-09,MASCULINO,2000-01-19,Spain,Football,Men
GARCIA Eric,OURO,2024-08-09,MASCULINO,2001-01-09,Spain,Football,Men
CUBARSI Pau,OURO,2024-08-09,MASCULINO,2007-01-22,Spain,Football,Men
BARRIOS Pablo,OURO,2024-08-09,MASCULINO,2003-06-15,Spain,Football,Men
LOPEZ Diego,OURO,2024-08-09,MASCULINO,2002-05-13,Spain,Football,Men
TURRIENTES Benat,OURO,2024-08-09,MASCULINO,2002-01-31,Spain,Football,Men
RUIZ Abel,OURO,2024-08-09,MASCULINO,2000-01-28,Spain,Football,Men
BAENA Alex,OURO,2024-08-09,MASCULINO,2001-07-20,Spain,Football,Men
LOPEZ Fermin,OURO,2024-08-09,MASCULINO,2003-05-11,Spain,Football,Men
PACHECO Jon,OURO,2024-08-09,MASCULINO,2001-01-08,Spain,Football,Men
GARCIA Joan,OURO,2024-08-09,MASCULINO,2001-05-04,Spain,Football,Men
OROZ Aimar,OURO,2024-08-09,MASCULINO,2001-11-27,Spain,Football,Men
GUTIERREZ Miguel,OURO,2024-08-09,MASCULINO,2001-07-27,Spain,Football,Men
BERNABE Adrian,OURO,2024-08-09,MASCULINO,2001-05-26,Spain,Football,Men
GOMEZ Sergio,OURO,2024-08-09,MASCULINO,2000-09-04,Spain,Football,Men
OMORODION Samu,OURO,2024-08-09,MASCULINO,2004-05-05,Spain,Football,Men
MOSQUERA Cristhian,OURO,2024-08-09,MASCULINO,2004-06-27,Spain,Football,Men
SANCHEZ Juanlu,OURO,2024-08-09,MASCULINO,2003-08-15,Spain,Football,Men
CAMELLO Sergio,OURO,2024-08-09,MASCULINO,2001-02-10,Spain,Football,Men
ITURBE Alejandro,OURO,2024-08-09,MASCULINO,2003-09-02,Spain,Football,Men
NKAMBADIO Obed,PRATA,2024-08-09,MASCULINO,2003-02-07,France,Football,Men
LUKEBA Castello,PRATA,2024-08-09,MASCULINO,2002-12-17,France,Football,Men
TRUFFERT Adrien,PRATA,2024-08-09,MASCULINO,2001-11-20,France,Football,Men
BADE Loic,PRATA,2024-08-09,MASCULINO,2000-04-11,France,Football,Men
SILDILLIA Kiliann,PRATA,2024-08-09,MASCULINO,2002-05-16,France,Football,Men
KONE Manu,PRATA,2024-08-09,MASCULINO,2001-05-17,France,Football,Men
OLISE Michael,PRATA,2024-08-09,MASCULINO,2001-12-12,France,Football,Men
AKLIOUCHE Maghnes,PRATA,2024-08-09,MASCULINO,2002-02-25,France,Football,Men
KALIMUENDO Arnaud,PRATA,2024-08-09,MASCULINO,2002-01-20,France,Football,Men
LACAZETTE Alexandre,PRATA,2024-08-09,MASCULINO,1991-05-28,France,Football,Men
DOUE Desire,PRATA,2024-08-09,MASCULINO,2005-06-03,France,Football,Men
MILLOT Enzo,PRATA,2024-08-09,MASCULINO,2002-07-17,France,Football,Men
CHOTARD Joris,PRATA,2024-08-09,MASCULINO,2001-09-24,France,Football,Men
MATETA Jean-Philippe,PRATA,2024-08-09,MASCULINO,1997-06-28,France,Football,Men
LOCKO Bradley,PRATA,2024-08-09,MASCULINO,2002-05-06,France,Football,Men
RESTES Guillaume,PRATA,2024-08-09,MASCULINO,2005-03-11,France,Football,Men
MAGASSA Soungoutou,PRATA,2024-08-09,MASCULINO,2003-10-08,France,Football,Men
CHERKI Rayan,PRATA,2024-08-09,MASCULINO,2003-08-17,France,Football,Men
MATSIMA Chrislain,PRATA,2024-08-09,MASCULINO,2002-05-15,France,Football,Men
DIOUF Andy,PRATA,2024-08-09,MASCULINO,2003-05-17,France,Football,Men
LEPENANT Johann,PRATA,2024-08-09,MASCULINO,2002-10-22,France,Football,Men
FROHMS Merle,BRONZE,2024-08-09,FEMININO,1995-01-28,Germany,Football,Women
LINDER Sarai,BRONZE,2024-08-09,FEMININO,1999-10-26,Germany,Football,Women
HENDRICH Kathrin,BRONZE,2024-08-09,FEMININO,1992-04-06,Germany,Football,Women
SCHULZE SOLANO Bibiane,BRONZE,2024-08-09,FEMININO,1998-11-12,Germany,Football,Women
HEGERING Marina,BRONZE,2024-08-09,FEMININO,1990-04-17,Germany,Football,Women
MINGE Janina,BRONZE,2024-08-09,FEMININO,1999-06-11,Germany,Football,Women
SCHUELLER Lea,BRONZE,2024-08-09,FEMININO,1997-11-12,Germany,Football,Women
LOHMANN Sydney,BRONZE,2024-08-09,FEMININO,2000-06-19,Germany,Football,Women
NUESKEN Sjoeke,BRONZE,2024-08-09,FEMININO,2001-01-22,Germany,Football,Women
FREIGANG Laura,BRONZE,2024-08-09,FEMININO,1998-02-01,Germany,Football,Women
POPP Alexandra,BRONZE,2024-08-09,FEMININO,1991-04-06,Germany,Football,Women
BERGER Ann-Katrin,BRONZE,2024-08-09,FEMININO,1990-10-09,Germany,Football,Women
DOORSOUN Sara,BRONZE,2024-08-09,FEMININO,1991-11-17,Germany,Football,Women
SENSS Elisa,BRONZE,2024-08-09,FEMININO,1997-10-01,Germany,Football,Women
GWINN Giulia,BRONZE,2024-08-09,FEMININO,1999-07-02,Germany,Football,Women
BRAND Jule,BRONZE,2024-08-09,FEMININO,2002-10-16,Germany,Football,Women
BUEHL Klara,BRONZE,2024-08-09,FEMININO,2000-12-07,Germany,Football,Women
ENDEMANN Vivien,BRONZE,2024-08-09,FEMININO,2001-08-07,Germany,Football,Women
RAUCH Felicitas,BRONZE,2024-08-09,FEMININO,1996-04-30,Germany,Football,Women
ANYOMI Nicole,BRONZE,2024-08-09,FEMININO,2000-02-10,Germany,Football,Women
VEENENDAAL Anne,OURO,2024-08-09,FEMININO,1995-09-07,Netherlands,Hockey,Women
FOKKE Luna Noa,OURO,2024-08-09,FEMININO,2001-03-09,Netherlands,Hockey,Women
MOES Freeke,OURO,2024-08-09,FEMININO,1998-11-29,Netherlands,Hockey,Women
POST Lisa,OURO,2024-08-09,FEMININO,1999-01-27,Netherlands,Hockey,Women
de WAARD Xan,OURO,2024-08-09,FEMININO,1995-11-08,Netherlands,Hockey,Women
JANSEN Yibbi,OURO,2024-08-09,FEMININO,1999-11-18,Netherlands,Hockey,Women
van LAARHOVEN Renee,OURO,2024-08-09,FEMININO,1997-10-15,Netherlands,Hockey,Women
ALBERS Felice,OURO,2024-08-09,FEMININO,1999-12-27,Netherlands,Hockey,Women
VERSCHOOR Maria,OURO,2024-08-09,FEMININO,1994-04-22,Netherlands,Hockey,Women
KOOLEN Sanne,OURO,2024-08-09,FEMININO,1996-03-23,Netherlands,Hockey,Women
MATLA Frederique,OURO,2024-08-09,FEMININO,1996-12-28,Netherlands,Hockey,Women
BURG Joosje,OURO,2024-08-09,FEMININO,1997-07-29,Netherlands,Hockey,Women
JOCHEMS Marleen,OURO,2024-08-09,FEMININO,2000-01-24,Netherlands,Hockey,Women
SANDERS Pien,OURO,2024-08-09,FEMININO,1998-06-11,Netherlands,Hockey,Women
VEEN Marijn,OURO,2024-08-09,FEMININO,1996-11-18,Netherlands,Hockey,Women
NUNNINK Laura,OURO,2024-08-09,FEMININO,1995-01-26,Netherlands,Hockey,Women
DICKE Pien,OURO,2024-08-09,FEMININO,1999-08-28,Netherlands,Hockey,Women
YE Jiao,PRATA,2024-08-09,FEMININO,1994-10-21,China,Hockey,Women
GU Bingfeng,PRATA,2024-08-09,FEMININO,1994-01-25,China,Hockey,Women
YANG Liu,PRATA,2024-08-09,FEMININO,1998-09-01,China,Hockey,Women
ZHANG Ying,PRATA,2024-08-09,FEMININO,1998-08-29,China,Hockey,Women
CHEN Yi,PRATA,2024-08-09,FEMININO,1997-01-28,China,Hockey,Women
MA Ning,PRATA,2024-08-09,FEMININO,2000-09-29,China,Hockey,Women
LI Hong,PRATA,2024-08-09,FEMININO,1999-05-31,China,Hockey,Women
OU Zixia,PRATA,2024-08-09,FEMININO,1995-09-24,China,Hockey,Women
DAN Wen,PRATA,2024-08-09,FEMININO,1999-06-14,China,Hockey,Women
ZOU Meirong,PRATA,2024-08-09,FEMININO,2000-09-01,China,Hockey,Women
HE Jiangxin,PRATA,2024-08-09,FEMININO,1997-08-19,China,Hockey,Women
FAN Yunxia,PRATA,2024-08-09,FEMININO,2002-12-07,China,Hockey,Women
CHEN Yang,PRATA,2024-08-09,FEMININO,1997-02-15,China,Hockey,Women
XU Wenyu,PRATA,2024-08-09,FEMININO,1995-12-06,China,Hockey,Women
ZHONG Jiaqi,PRATA,2024-08-09,FEMININO,1999-09-23,China,Hockey,Women
TAN Jinzhuang,PRATA,2024-08-09,FEMININO,2003-01-27,China,Hockey,Women
YU Anhui,PRATA,2024-08-09,FEMININO,2001-04-30,China,Hockey,Women
TOCCALINO Sofia,BRONZE,2024-08-09,FEMININO,1997-03-20,Argentina,Hockey,Women
GORZELANY Agustina,BRONZE,2024-08-09,FEMININO,1996-03-11,Argentina,Hockey,Women
RAPOSO RUIZ de los LLANOS Valentina,BRONZE,2024-08-09,FEMININO,2003-01-28,Argentina,Hockey,Women
ALONSO Agostina,BRONZE,2024-08-09,FEMININO,1995-10-01,Argentina,Hockey,Women
ALBERTARRIO Agustina,BRONZE,2024-08-09,FEMININO,1993-01-01,Argentina,Hockey,Women
GRANATTO Maria,BRONZE,2024-08-09,FEMININO,1995-04-21,Argentina,Hockey,Women
COSENTINO Cristina,BRONZE,2024-08-09,FEMININO,1997-12-22,Argentina,Hockey,Women
SANCHEZ MOCCIA Rocio,BRONZE,2024-08-09,FEMININO,1988-08-02,Argentina,Hockey,Women
SAUZE VALDEZ Victoria,BRONZE,2024-08-09,FEMININO,1991-07-21,Argentina,Hockey,Women
CAIRO Sofia,BRONZE,2024-08-09,FEMININO,2002-10-08,Argentina,Hockey,Women
TRINCHINETTI Eugenia,BRONZE,2024-08-09,FEMININO,1997-07-17,Argentina,Hockey,Women
CASAS Lara,BRONZE,2024-08-09,FEMININO,2004-06-22,Argentina,Hockey,Women
CASTELLARO MORELLO Juana,BRONZE,2024-08-09,FEMININO,2005-03-29,Argentina,Hockey,Women
CAMPOY Maria,BRONZE,2024-08-09,FEMININO,1990-10-06,Argentina,Hockey,Women
JANKUNAS Julieta,BRONZE,2024-08-09,FEMININO,1999-01-20,Argentina,Hockey,Women
DIAZ de ARMAS Zoe,BRONZE,2024-08-09,FEMININO,2006-06-05,Argentina,Hockey,Women
FAN Zhendong,OURO,2024-08-09,MASCULINO,1997-01-22,China,Table Tennis,Men's Team
MA Long,OURO,2024-08-09,MASCULINO,1988-10-20,China,Table Tennis,Men's Team
WANG Chuqin,OURO,2024-08-09,MASCULINO,2000-05-11,China,Table Tennis,Men's Team
KALLBERG Anton,PRATA,2024-08-09,MASCULINO,1997-08-17,Sweden,Table Tennis,Men's Team
KARLSSON Kristian,PRATA,2024-08-09,MASCULINO,1991-08-06,Sweden,Table Tennis,Men's Team
MOREGARD Truls,PRATA,2024-08-09,MASCULINO,2002-02-16,Sweden,Table Tennis,Men's Team
GAUZY Simon,BRONZE,2024-08-09,MASCULINO,1994-10-25,France,Table Tennis,Men's Team
LEBRUN Alexis,BRONZE,2024-08-09,MASCULINO,2003-08-27,France,Table Tennis,Men's Team
LEBRUN Felix,BRONZE,2024-08-09,MASCULINO,2006-09-12,France,Table Tennis,Men's Team
ANDERSON Matthew,BRONZE,2024-08-09,MASCULINO,1987-04-18,United States,Volleyball,Men
AVERILL Taylor,BRONZE,2024-08-09,MASCULINO,1992-03-05,United States,Volleyball,Men
CHRISTENSON Micah,BRONZE,2024-08-09,MASCULINO,1993-05-08,United States,Volleyball,Men
DEFALCO Torey,BRONZE,2024-08-09,MASCULINO,1997-04-10,United States,Volleyball,Men
HOLT Maxwell,BRONZE,2024-08-09,MASCULINO,1987-03-12,United States,Volleyball,Men
JAESCHKE Thomas,BRONZE,2024-08-09,MASCULINO,1993-09-04,United States,Volleyball,Men
JENDRYK II Jeffrey,BRONZE,2024-08-09,MASCULINO,1995-09-15,United States,Volleyball,Men
MA'A Micah,BRONZE,2024-08-09,MASCULINO,1997-04-16,United States,Volleyball,Men
MUAGUTUTIA Garrett,BRONZE,2024-08-09,MASCULINO,1988-02-26,United States,Volleyball,Men
RUSSELL Aaron,BRONZE,2024-08-09,MASCULINO,1993-06-04,United States,Volleyball,Men
SHOJI Erik,BRONZE,2024-08-09,MASCULINO,1989-08-24,United States,Volleyball,Men
SMITH David,BRONZE,2024-08-09,MASCULINO,1985-05-15,United States,Volleyball,Men
ENSING Kyle,BRONZE,2024-08-09,MASCULINO,1997-03-06,United States,Volleyball,Men
WANG Liuyi,OURO,2024-08-10,FEMININO,1997-01-16,China,Artistic Swimming,Duet
WANG Qianyi,OURO,2024-08-10,FEMININO,1997-01-16,China,Artistic Swimming,Duet
SHORTMAN Kate,PRATA,2024-08-10,FEMININO,2001-11-19,Great Britain,Artistic Swimming,Duet
THORPE Isabelle,PRATA,2024-08-10,FEMININO,2001-03-04,Great Britain,Artistic Swimming,Duet
de BROUWER Bregje,BRONZE,2024-08-10,FEMININO,1999-03-09,Netherlands,Artistic Swimming,Duet
de BROUWER Noortje,BRONZE,2024-08-10,FEMININO,1999-03-09,Netherlands,Artistic Swimming,Duet
BAILEY Christopher,OURO,2024-08-10,MASCULINO,2000-05-29,United States,Athletics,Men's 4 x 400m Relay
BENJAMIN Rai,OURO,2024-08-10,MASCULINO,1997-07-27,United States,Athletics,Men's 4 x 400m Relay
DEADMON Bryce,OURO,2024-08-10,MASCULINO,1997-03-26,United States,Athletics,Men's 4 x 400m Relay
HALL Quincy,OURO,2024-08-10,MASCULINO,1998-07-31,United States,Athletics,Men's 4 x 400m Relay
LINDSEY Courtney,OURO,2024-08-10,MASCULINO,1998-11-18,United States,Athletics,Men's 4 x 400m Relay
NORMAN Michael,OURO,2024-08-10,MASCULINO,1997-12-03,United States,Athletics,Men's 4 x 400m Relay
NORWOOD Vernon,OURO,2024-08-10,MASCULINO,1992-04-10,United States,Athletics,Men's 4 x 400m Relay
WILSON Quincy,OURO,2024-08-10,MASCULINO,2008-01-08,United States,Athletics,Men's 4 x 400m Relay
EPPIE Lee Bhekempilo,PRATA,2024-08-10,MASCULINO,1999-05-18,Botswana,Athletics,Men's 4 x 400m Relay
KEBINATSHIPI Busang Collen,PRATA,2024-08-10,MASCULINO,2004-02-13,Botswana,Athletics,Men's 4 x 400m Relay
NDORI Bayapo,PRATA,2024-08-10,MASCULINO,1999-06-20,Botswana,Athletics,Men's 4 x 400m Relay
PESELA Anthony,PRATA,2024-08-10,MASCULINO,2002-06-09,Botswana,Athletics,Men's 4 x 400m Relay
SCOTCH Leungo,PRATA,2024-08-10,MASCULINO,1996-02-28,Botswana,Athletics,Men's 4 x 400m Relay
TEBOGO Letsile,PRATA,2024-08-10,MASCULINO,2003-06-07,Botswana,Athletics,Men's 4 x 400m Relay
DAVEY Lewis,BRONZE,2024-08-10,MASCULINO,2000-10-24,Great Britain,Athletics,Men's 4 x 400m Relay
DOBSON Charles,BRONZE,2024-08-10,MASCULINO,1999-10-20,Great Britain,Athletics,Men's 4 x 400m Relay
HARRIES Toby,BRONZE,2024-08-10,MASCULINO,1998-09-30,Great Britain,Athletics,Men's 4 x 400m Relay
HAYDOCK-WILSON Alex,BRONZE,2024-08-10,MASCULINO,1999-07-28,Great Britain,Athletics,Men's 4 x 400m Relay
HUDSON-SMITH Matthew,BRONZE,2024-08-10,MASCULINO,1994-10-26,Great Britain,Athletics,Men's 4 x 400m Relay
REARDON Samuel,BRONZE,2024-08-10,MASCULINO,2003-10-30,Great Britain,Athletics,Men's 4 x 400m Relay
CARVELL Charlie,BRONZE,2024-08-10,MASCULINO,2004-06-30,Great Britain,Athletics,Men's 4 x 400m Relay
BROWN Kaylyn,OURO,2024-08-10,FEMININO,2004-12-31,United States,Athletics,Women's 4 x 400m Relay
BUTLER Aaliyah,OURO,2024-08-10,FEMININO,2003-11-05,United States,Athletics,Women's 4 x 400m Relay
ELLIS Kendall,OURO,2024-08-10,FEMININO,1996-03-08,United States,Athletics,Women's 4 x 400m Relay
HAYES Quanera,OURO,2024-08-10,FEMININO,1992-03-07,United States,Athletics,Women's 4 x 400m Relay
HOLMES Alexis,OURO,2024-08-10,FEMININO,2000-01-28,United States,Athletics,Women's 4 x 400m Relay
LITTLE Shamier,OURO,2024-08-10,FEMININO,1995-03-20,United States,Athletics,Women's 4 x 400m Relay
McLAUGHLIN-LEVRONE Sydney,OURO,2024-08-10,FEMININO,1999-08-07,United States,Athletics,Women's 4 x 400m Relay
THOMAS Gabrielle,OURO,2024-08-10,FEMININO,1996-12-07,United States,Athletics,Women's 4 x 400m Relay
BOL Femke,PRATA,2024-08-10,FEMININO,2000-02-23,Netherlands,Athletics,Women's 4 x 400m Relay
de WITTE Lisanne,PRATA,2024-08-10,FEMININO,1992-09-10,Netherlands,Athletics,Women's 4 x 400m Relay
KLAVER Lieke,PRATA,2024-08-10,FEMININO,1998-08-20,Netherlands,Athletics,Women's 4 x 400m Relay
PEETERS Cathelijn,PRATA,2024-08-10,FEMININO,1996-11-06,Netherlands,Athletics,Women's 4 x 400m Relay
SAALBERG Eveline,PRATA,2024-08-10,FEMININO,1998-07-30,Netherlands,Athletics,Women's 4 x 400m Relay
van de WIEL Anne,PRATA,2024-08-10,FEMININO,1997-06-04,Netherlands,Athletics,Women's 4 x 400m Relay
van der SCHOOT Myrte,PRATA,2024-08-10,FEMININO,2004-04-16,Netherlands,Athletics,Women's 4 x 400m Relay
ANNING Amber,BRONZE,2024-08-10,FEMININO,2000-11-18,Great Britain,Athletics,Women's 4 x 400m Relay
JOHN Yemi Mary,BRONZE,2024-08-10,FEMININO,2003-05-03,Great Britain,Athletics,Women's 4 x 400m Relay
KELLY Hannah,BRONZE,2024-08-10,FEMININO,2000-12-20,Great Britain,Athletics,Women's 4 x 400m Relay
NIELSEN Laviai,BRONZE,2024-08-10,FEMININO,1996-03-13,Great Britain,Athletics,Women's 4 x 400m Relay
NIELSEN Lina,BRONZE,2024-08-10,FEMININO,1996-03-13,Great Britain,Athletics,Women's 4 x 400m Relay
OHURUOGU Victoria,BRONZE,2024-08-10,FEMININO,1993-02-28,Great Britain,Athletics,Women's 4 x 400m Relay
WILLIAMS Jodie,BRONZE,2024-08-10,FEMININO,1993-09-28,Great Britain,Athletics,Women's 4 x 400m Relay
YEARGIN Nicole,BRONZE,2024-08-10,FEMININO,1997-08-11,Great Britain,Athletics,Women's 4 x 400m Relay
CURRY Stephen,OURO,2024-08-10,MASCULINO,1988-03-14,United States,Basketball,Men
EDWARDS Anthony,OURO,2024-08-10,MASCULINO,2001-08-05,United States,Basketball,Men
JAMES LeBron,OURO,2024-08-10,MASCULINO,1984-12-30,United States,Basketball,Men
DURANT Kevin,OURO,2024-08-10,MASCULINO,1988-09-29,United States,Basketball,Men
WHITE Derrick,OURO,2024-08-10,MASCULINO,1994-07-02,United States,Basketball,Men
HALIBURTON Tyrese,OURO,2024-08-10,MASCULINO,2000-02-29,United States,Basketball,Men
TATUM Jayson,OURO,2024-08-10,MASCULINO,1998-03-03,United States,Basketball,Men
EMBIID Joel,OURO,2024-08-10,MASCULINO,1994-03-16,United States,Basketball,Men
HOLIDAY Jrue,OURO,2024-08-10,MASCULINO,1990-06-12,United States,Basketball,Men
ADEBAYO Bam,OURO,2024-08-10,MASCULINO,1997-07-18,United States,Basketball,Men
DAVIS Anthony,OURO,2024-08-10,MASCULINO,1993-03-11,United States,Basketball,Men
BOOKER Devin,OURO,2024-08-10,MASCULINO,1996-10-30,United States,Basketball,Men
NTILIKINA Frank,PRATA,2024-08-10,MASCULINO,1998-07-28,France,Basketball,Men
BATUM Nicolas,PRATA,2024-08-10,MASCULINO,1988-12-14,France,Basketball,Men
ALBICY Andrew,PRATA,2024-08-10,MASCULINO,1990-03-21,France,Basketball,Men
YABUSELE Guerschon,PRATA,2024-08-10,MASCULINO,1995-12-17,France,Basketball,Men
CORDINIER Isaia,PRATA,2024-08-10,MASCULINO,1996-11-28,France,Basketball,Men
FOURNIER Evan,PRATA,2024-08-10,MASCULINO,1992-10-29,France,Basketball,Men
de COLO Nando,PRATA,2024-08-10,MASCULINO,1987-06-23,France,Basketball,Men
LESSORT Mathias,PRATA,2024-08-10,MASCULINO,1995-09-29,France,Basketball,Men
GOBERT Rudy,PRATA,2024-08-10,MASCULINO,1992-06-26,France,Basketball,Men
WEMBANYAMA Victor,PRATA,2024-08-10,MASCULINO,2004-01-04,France,Basketball,Men
STRAZEL Matthew,PRATA,2024-08-10,MASCULINO,2002-08-05,France,Basketball,Men
COULIBALY Bilal,PRATA,2024-08-10,MASCULINO,2004-07-26,France,Basketball,Men
PLAVSIC Uros,BRONZE,2024-08-10,MASCULINO,1998-12-22,Serbia,Basketball,Men
PETRUSEV Fili,BRONZE,2024-08-10,MASCULINO,2000-04-15,Serbia,Basketball,Men
JOVIC Nikola,BRONZE,2024-08-10,MASCULINO,2003-06-09,Serbia,Basketball,Men
BOGDANOVIC Bogdan,BRONZE,2024-08-10,MASCULINO,1992-08-18,Serbia,Basketball,Men
MARINKOVIC Vanja,BRONZE,2024-08-10,MASCULINO,1997-01-09,Serbia,Basketball,Men
DOBRIC Ognjen,BRONZE,2024-08-10,MASCULINO,1994-10-27,Serbia,Basketball,Men
JOKIC Nikola,BRONZE,2024-08-10,MASCULINO,1995-02-19,Serbia,Basketball,Men
MICIC Vasilije,BRONZE,2024-08-10,MASCULINO,1994-01-13,Serbia,Basketball,Men
GUDURIC Marko,BRONZE,2024-08-10,MASCULINO,1995-03-08,Serbia,Basketball,Men
DAVIDOVAC Dejan,BRONZE,2024-08-10,MASCULINO,1995-01-17,Serbia,Basketball,Men
AVRAMOVIC Aleksa,BRONZE,2024-08-10,MASCULINO,1994-10-25,Serbia,Basketball,Men
MILUTINOV Nikola,BRONZE,2024-08-10,MASCULINO,1994-12-30,Serbia,Basketball,Men
AHMAN David,OURO,2024-08-10,MASCULINO,2001-12-20,Sweden,Beach Volleyball,Men
HELLVIG Jonatan,OURO,2024-08-10,MASCULINO,2001-10-05,Sweden,Beach Volleyball,Men
EHLERS Nils,PRATA,2024-08-10,MASCULINO,1994-02-04,Germany,Beach Volleyball,Men
WICKLER Clemens,PRATA,2024-08-10,MASCULINO,1995-04-28,Germany,Beach Volleyball,Men
MOL Anders Berntsen,BRONZE,2024-08-10,MASCULINO,1997-07-02,Norway,Beach Volleyball,Men
SOERUM Christian Sandlie,BRONZE,2024-08-10,MASCULINO,1995-12-03,Norway,Beach Volleyball,Men
LEITAO Iuri,OURO,2024-08-10,MASCULINO,1998-07-03,Portugal,Cycling Track,Men's Madison
OLIVEIRA Rui,OURO,2024-08-10,MASCULINO,1996-09-05,Portugal,Cycling Track,Men's Madison
CONSONNI Simone,PRATA,2024-08-10,MASCULINO,1994-09-12,Italy,Cycling Track,Men's Madison
VIVIANI Elia,PRATA,2024-08-10,MASCULINO,1989-02-07,Italy,Cycling Track,Men's Madison
LARSEN Niklas,BRONZE,2024-08-10,MASCULINO,1997-03-22,Denmark,Cycling Track,Men's Madison
MOERKOEV Michael,BRONZE,2024-08-10,MASCULINO,1985-04-30,Denmark,Cycling Track,Men's Madison
NAEHER Alyssa,OURO,2024-08-10,FEMININO,1988-04-20,United States,Football,Women
FOX Emily,OURO,2024-08-10,FEMININO,1998-07-05,United States,Football,Women
ALBERT Korbin,OURO,2024-08-10,FEMININO,2003-10-13,United States,Football,Women
GIRMA Naomi,OURO,2024-08-10,FEMININO,2000-06-14,United States,Football,Women
RODMAN Trinity,OURO,2024-08-10,FEMININO,2002-05-20,United States,Football,Women
KRUEGER Casey,OURO,2024-08-10,FEMININO,1990-08-23,United States,Football,Women
DUNN Crystal,OURO,2024-08-10,FEMININO,1992-07-03,United States,Football,Women
WILLIAMS Lynn,OURO,2024-08-10,FEMININO,1993-05-21,United States,Football,Women
SWANSON Mallory,OURO,2024-08-10,FEMININO,1998-04-29,United States,Football,Women
HORAN Lindsey,OURO,2024-08-10,FEMININO,1994-05-26,United States,Football,Women
SMITH Sophia,OURO,2024-08-10,FEMININO,2000-08-10,United States,Football,Women
DAVIDSON Tierna,OURO,2024-08-10,FEMININO,1998-09-19,United States,Football,Women
NIGHSWONGER Jenna,OURO,2024-08-10,FEMININO,2000-11-28,United States,Football,Women
SONNETT Emily,OURO,2024-08-10,FEMININO,1993-11-25,United States,Football,Women
SHAW Jaedyn,OURO,2024-08-10,FEMININO,2004-11-20,United States,Football,Women
LAVELLE Rose,OURO,2024-08-10,FEMININO,1995-05-14,United States,Football,Women
COFFEY Samantha,OURO,2024-08-10,FEMININO,1998-12-31,United States,Football,Women
MURPHY Casey,OURO,2024-08-10,FEMININO,1996-04-25,United States,Football,Women
BETHUNE Croix,OURO,2024-08-10,FEMININO,2001-03-14,United States,Football,Women
SAMS Emily,OURO,2024-08-10,FEMININO,1999-07-01,United States,Football,Women
LORENA,PRATA,2024-08-10,FEMININO,1997-05-06,Brazil,Football,Women
ANTONIA,PRATA,2024-08-10,FEMININO,1994-04-26,Brazil,Football,Women
TARCIANE,PRATA,2024-08-10,FEMININO,2003-05-27,Brazil,Football,Women
RAFAELLE,PRATA,2024-08-10,FEMININO,1991-06-18,Brazil,Football,Women
DUDA SAMPAIO,PRATA,2024-08-10,FEMININO,2001-05-18,Brazil,Football,Women
TAMIRES,PRATA,2024-08-10,FEMININO,1987-10-10,Brazil,Football,Women
KEROLIN,PRATA,2024-08-10,FEMININO,1999-11-17,Brazil,Football,Women
VITORIA YAYA,PRATA,2024-08-10,FEMININO,2002-01-23,Brazil,Football,Women
ADRIANA,PRATA,2024-08-10,FEMININO,1996-11-17,Brazil,Football,Women
MARTA,PRATA,2024-08-10,FEMININO,1986-02-19,Brazil,Football,Women
JHENIFFER,PRATA,2024-08-10,FEMININO,2001-11-06,Brazil,Football,Women
TAINA,PRATA,2024-08-10,FEMININO,1995-05-01,Brazil,Football,Women
YASMIM,PRATA,2024-08-10,FEMININO,1996-10-28,Brazil,Football,Women
LUDMILA,PRATA,2024-08-10,FEMININO,1994-12-01,Brazil,Football,Women
THAIS,PRATA,2024-08-10,FEMININO,1996-05-01,Brazil,Football,Women
GABI NUNES,PRATA,2024-08-10,FEMININO,1997-03-10,Brazil,Football,Women
ANA VITORIA,PRATA,2024-08-10,FEMININO,2000-03-06,Brazil,Football,Women
GABI PORTILHO,PRATA,2024-08-10,FEMININO,1995-07-18,Brazil,Football,Women
PRISCILA,PRATA,2024-08-10,FEMININO,2004-08-22,Brazil,Football,Women
ANGELINA,PRATA,2024-08-10,FEMININO,2000-01-26,Brazil,Football,Women
LAUREN,PRATA,2024-08-10,FEMININO,2002-09-13,Brazil,Football,Women
LUCIANA,PRATA,2024-08-10,FEMININO,1987-07-24,Brazil,Football,Women
KRISTIANSEN Veronica,OURO,2024-08-10,FEMININO,1990-07-10,Norway,Handball,Women
AARDAHL Maren,OURO,2024-08-10,FEMININO,1994-03-02,Norway,Handball,Women
SKOGRAND Stine,OURO,2024-08-10,FEMININO,1993-03-03,Norway,Handball,Women
MOERK Nora,OURO,2024-08-10,FEMININO,1991-04-05,Norway,Handball,Women
OFTEDAL Stine Bredal,OURO,2024-08-10,FEMININO,1991-09-25,Norway,Handball,Women
SOLBERG-OESTHASSEL Silje,OURO,2024-08-10,FEMININO,1990-06-16,Norway,Handball,Women
BRATTSET DALE Kari,OURO,2024-08-10,FEMININO,1991-02-15,Norway,Handball,Women
BREISTOEL Kristine,OURO,2024-08-10,FEMININO,1993-08-23,Norway,Handball,Women
